2019-10-28 17:30:23,896 INFO  Logger.cs: 70 - 
2019-10-28 17:40:11,719 INFO  ExportHelperExtension.cs: 338 - Creating joint front_link
2019-10-28 17:40:11,725 INFO  ExportHelperExtension.cs: 1409 - Fixing components for base_link
2019-10-28 17:40:11,726 INFO  ExportHelperExtension.cs: 1414 - Fixing 24
2019-10-28 17:40:11,727 INFO  ExportHelperExtension.cs: 1422 - Component 24 is already fixed
2019-10-28 17:40:11,864 INFO  : 0 - R1: 1, System.__ComObject, 1, System.Double[]
2019-10-28 17:40:11,867 INFO  ExportHelperExtension.cs: 844 - R2: 0, 0
2019-10-28 17:40:11,867 INFO  ExportHelperExtension.cs: 852 - L1: 0
2019-10-28 17:40:11,868 INFO  ExportHelperExtension.cs: 860 - L2: 0
2019-10-28 17:40:13,393 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent base_link to child front_link failed
2019-10-28 17:40:13,397 INFO  ExportHelperExtension.cs: 338 - Creating joint left_link
2019-10-28 17:40:13,398 INFO  ExportHelperExtension.cs: 1409 - Fixing components for base_link
2019-10-28 17:40:13,398 INFO  ExportHelperExtension.cs: 1414 - Fixing 24
2019-10-28 17:40:13,399 INFO  ExportHelperExtension.cs: 1422 - Component 24 is already fixed
2019-10-28 17:40:13,530 INFO  ExportHelperExtension.cs: 831 - R1: 1, System.__ComObject, 1, System.Double[]
2019-10-28 17:40:13,531 INFO  ExportHelperExtension.cs: 844 - R2: 0, 0
2019-10-28 17:40:13,531 INFO  ExportHelperExtension.cs: 852 - L1: 0
2019-10-28 17:40:13,531 INFO  ExportHelperExtension.cs: 860 - L2: 0
2019-10-28 17:40:14,946 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent base_link to child left_link failed
2019-10-28 17:40:14,950 INFO  ExportHelperExtension.cs: 338 - Creating joint right_link
2019-10-28 17:40:14,951 INFO  ExportHelperExtension.cs: 1409 - Fixing components for base_link
2019-10-28 17:40:14,951 INFO  ExportHelperExtension.cs: 1414 - Fixing 24
2019-10-28 17:40:14,951 INFO  ExportHelperExtension.cs: 1422 - Component 24 is already fixed
2019-10-28 17:40:15,085 INFO  ExportHelperExtension.cs: 831 - R1: 1, System.__ComObject, 1, System.Double[]
2019-10-28 17:40:15,085 INFO  ExportHelperExtension.cs: 844 - R2: 0, 0
2019-10-28 17:40:15,085 INFO  ExportHelperExtension.cs: 852 - L1: 0
2019-10-28 17:40:15,086 INFO  ExportHelperExtension.cs: 860 - L2: 0
2019-10-28 17:40:16,533 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent base_link to child right_link failed
2019-10-28 17:40:16,661 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from car
